Cross Semivariogram     tail:Ag           head:Ag            direction  1 
  86       86.000      -.02564    83415        -.08932        -.07548
  87       87.000      -.02572    83080        -.08851        -.07404
  88       88.000      -.02524    82745        -.08780        -.07246
  89       89.000      -.02491    82410        -.08721        -.07095
  90       90.000      -.02418    82075        -.08663        -.06948
  91       91.000      -.02331    81740        -.08608        -.06808
  92       92.000      -.02203    81405        -.08576        -.06663
  93       93.000      -.02076    81070        -.08563        -.06517
  94       94.000      -.01967    80735        -.08558        -.06373
  95       95.000      -.01903    80400        -.08570        -.06230
  96       96.000      -.01856    80065        -.08601        -.06093
  97       97.000      -.01838    79730        -.08652        -.05976
  98       98.000      -.01806    79395        -.08717        -.05865
  99       99.000      -.01813    79060        -.08786        -.05760
 100      100.000      -.01810    78725        -.08855        -.05650
Cross Semivariogram     tail:F            head:Li            direction  1 
   1        1.000      -.00023   111890        -.05572         .03858
   2        2.000      -.00083   111555        -.05770         .03788
   3        3.000      -.00157   111220        -.05961         .03731
   4        4.000      -.00254   110885        -.06150         .03684
   5        5.000      -.00382   110550        -.06324         .03644
   6        6.000      -.00525   110215        -.06492         .03615
   7        7.000      -.00718   109880        -.06659         .03593
   8        8.000      -.00934   109545        -.06818         .03565
   9        9.000      -.01149   109210        -.06961         .03536
  10       10.000      -.01382   108875        -.07090         .03522
  11       11.000      -.01600   108540        -.07215         .03524
  12       12.000      -.01819   108205        -.07346         .03547
  13       13.000      -.02048   107870        -.07476         .03575
  14       14.000      -.02311   107535        -.07601         .03600
  15       15.000      -.02558   107200        -.07706         .03628
  16       16.000      -.02798   106865        -.07797         .03653
  17       17.000      -.02985   106530        -.07863         .03674
  18       18.000      -.03152   106195        -.07912         .03700
  19       19.000      -.03307   105860        -.07945         .03724
  20       20.000      -.03467   105525        -.07974         .03751
  21       21.000      -.03589   105190        -.07993         .03786
  22       22.000      -.03738   104855        -.08006         .03812
  23       23.000      -.03892   104520        -.08028         .03839
  24       24.000      -.04056   104185        -.08055         .03862
  25       25.000      -.04219   103850        -.08074         .03876
  26       26.000      -.04326   103515        -.08078         .03892
  27       27.000      -.04413   103180        -.08082         .03886
  28       28.000      -.04506   102845        -.08082         .03862
  29       29.000      -.04579   102510        -.08075         .03819
  30       30.000      -.04629   102175        -.08060         .03769
  31       31.000      -.04684   101840        -.08042         .03714
  32       32.000      -.04707   101505        -.08032         .03658
